x,y,cell_number,p_stat, vel_u, vel_v
0.561224,0.996499,2771,101320.590358,6.796377,0.013053
0.581633,0.328528,2772,101327.378157,4.757166,3.355314
0.581633,0.335345,2773,101326.772935,4.661386,4.114781
0.581633,0.342162,2774,101326.626487,4.957639,3.742376
0.581633,0.348979,2775,101326.200494,4.931399,3.905676
0.581633,0.355796,2776,101325.945951,5.066449,3.780223
0.581633,0.362613,2777,101325.610450,5.115106,3.789961
0.581633,0.369430,2778,101325.327127,5.203732,3.733437
0.581633,0.376247,2779,101325.030178,5.271406,3.703506
0.581633,0.383064,2780,101324.751514,5.346054,3.659071
0.581633,0.389881,2781,101324.476883,5.415193,3.618125
0.581633,0.396698,2782,101324.212994,5.484078,3.573312
0.581633,0.403515,2783,101323.957258,5.550452,3.527853
0.581633,0.410332,2784,101323.710999,5.615161,3.480663
0.581633,0.417149,2785,101323.473862,5.677826,3.432355
0.581633,0.423966,2786,101323.246108,5.738556,3.382883
0.581633,0.430783,2787,101323.027704,5.797287,3.332443
0.581633,0.437600,2788,101322.818677,5.854028,3.281133
0.581633,0.444417,2789,101322.618979,5.908775,3.229082
0.581633,0.451234,2790,101322.428544,5.961534,3.176400
0.581633,0.458050,2791,101322.247267,6.012322,3.123197
0.581633,0.464867,2792,101322.075017,6.061158,3.069578
0.581633,0.471684,2793,101321.911633,6.108070,3.015641
0.581633,0.478501,2794,101321.756932,6.153090,2.961481
0.581633,0.485318,2795,101321.610707,6.196255,2.907186
0.581633,0.492135,2796,101321.472735,6.237603,2.852837
0.581633,0.498952,2797,101321.342772,6.277179,2.798511
0.581633,0.505769,2798,101321.220565,6.315028,2.744280
0.581633,0.512586,2799,101321.105846,6.351197,2.690209
0.581633,0.519403,2800,101320.998339,6.385737,2.636359
0.581633,0.526220,2801,101320.897763,6.418698,2.582783
0.581633,0.533037,2802,101320.803829,6.450132,2.529533
0.581633,0.539854,2803,101320.716249,6.480091,2.476652
0.581633,0.546671,2804,101320.634731,6.508628,2.424181
0.581633,0.553488,2805,101320.558986,6.535797,2.372157
0.581633,0.560305,2806,101320.488727,6.561652,2.320611
0.581633,0.567122,2807,101320.423671,6.586246,2.269572
0.581633,0.573939,2808,101320.363538,6.609634,2.219064
0.581633,0.580756,2809,101320.308058,6.631865,2.169108
0.581633,0.587573,2810,101320.256964,6.652992,2.119721
0.581633,0.594390,2811,101320.209999,6.673063,2.070917
0.581633,0.601207,2812,101320.166914,6.692126,2.022707
0.581633,0.608024,2813,101320.127469,6.710228,1.975101
0.581633,0.614841,2814,101320.091432,6.727415,1.928103
0.581633,0.621658,2815,101320.058580,6.743729,1.881719
0.581633,0.628475,2816,101320.028703,6.759212,1.835949
0.581633,0.635292,2817,101320.001597,6.773905,1.790793
0.581633,0.642109,2818,101319.977069,6.787846,1.746249
0.581633,0.648926,2819,101319.954936,6.801072,1.702313
0.581633,0.655743,2820,101319.935023,6.813621,1.658981
0.581633,0.662560,2821,101319.917167,6.825526,1.616247
0.581633,0.669377,2822,101319.901212,6.836821,1.574104
0.581633,0.676194,2823,101319.887011,6.847538,1.532543
0.581633,0.683011,2824,101319.874427,6.857706,1.491556
0.581633,0.689828,2825,101319.863329,6.867355,1.451131
0.581633,0.696645,2826,101319.853598,6.876509,1.411260
0.581633,0.703462,2827,101319.845118,6.885197,1.371930
0.581633,0.710279,2828,101319.837783,6.893441,1.333130
0.581633,0.717096,2829,101319.831494,6.901264,1.294848
0.581633,0.723913,2830,101319.826158,6.908689,1.257071
0.581633,0.730729,2831,101319.821689,6.915736,1.219787
0.581633,0.737546,2832,101319.818007,6.922425,1.182982
0.581633,0.744363,2833,101319.815037,6.928773,1.146644
0.581633,0.751180,2834,101319.812709,6.934798,1.110758
0.581633,0.757997,2835,101319.810960,6.940517,1.075312
0.581633,0.764814,2836,101319.809730,6.945944,1.040292
0.581633,0.771631,2837,101319.808964,6.951094,1.005684
0.581633,0.778448,2838,101319.808612,6.955980,0.971475
0.581633,0.785265,2839,101319.808627,6.960615,0.937651
0.581633,0.792082,2840,101319.808965,6.965011,0.904199
0.581633,0.798899,2841,101319.809587,6.969180,0.871105
0.581633,0.805716,2842,101319.810456,6.973133,0.838357
0.581633,0.812533,2843,101319.811539,6.976880,0.805940
0.581633,0.819350,2844,101319.812805,6.980430,0.773843
0.581633,0.826167,2845,101319.814225,6.983791,0.742051
0.581633,0.832984,2846,101319.815775,6.986973,0.710552
0.581633,0.839801,2847,101319.817430,6.989981,0.679333
0.581633,0.846618,2848,101319.819168,6.992825,0.648382
0.581633,0.853435,2849,101319.820971,6.995510,0.617686
0.581633,0.860252,2850,101319.822819,6.998042,0.587233
0.581633,0.867069,2851,101319.824697,7.000428,0.557010
0.581633,0.873886,2852,101319.826590,7.002672,0.527006
0.581633,0.880703,2853,101319.828484,7.004779,0.497208
0.581633,0.887520,2854,101319.830366,7.006755,0.467605
0.581633,0.894337,2855,101319.832227,7.008603,0.438185
0.581633,0.901154,2856,101319.834055,7.010327,0.408938
0.581633,0.907971,2857,101319.835841,7.011932,0.379850
0.581633,0.914788,2858,101319.837578,7.013419,0.350912
0.581633,0.921605,2859,101319.839259,7.014792,0.322112
0.581633,0.928422,2860,101319.840875,7.016054,0.293439
0.581633,0.935239,2861,101319.842422,7.017208,0.264883
0.581633,0.942056,2862,101319.843895,7.018253,0.236432
0.581633,0.948873,2863,101319.845287,7.019190,0.208076
0.581633,0.955690,2864,101319.846600,7.020004,0.179808
0.581633,0.962507,2865,101319.847812,7.020636,0.151600
0.581633,0.969324,2866,101319.848975,7.020796,0.123499
0.581633,0.976141,2867,101319.849950,7.019192,0.095327
0.581633,0.982958,2868,101319.851050,7.009698,0.067441
0.581633,0.989775,2869,101319.851685,6.961285,0.038847
0.581633,0.996592,2870,101319.853099,6.873568,0.012803
0.602041,0.346282,2871,101324.554265,5.091896,3.524588
0.602041,0.352919,2872,101323.951218,5.013089,4.262816
0.602041,0.359556,2873,101323.823808,5.306076,3.890525
0.602041,0.366192,2874,101323.410019,5.281441,4.040273
0.602041,0.372829,2875,101323.175138,5.413451,3.909249
0.602041,0.379466,2876,101322.859930,5.461451,3.908673
0.602041,0.386103,2877,101322.599781,5.547228,3.844631
0.602041,0.392739,2878,101322.328339,5.612682,3.805820
0.602041,0.399376,2879,101322.077238,5.684181,3.753404
0.602041,0.406013,2880,101321.832340,5.750082,3.704301
0.602041,0.412650,2881,101321.600037,5.815269,3.651705
0.602041,0.419286,2882,101321.377697,5.877687,3.598632
0.602041,0.425923,2883,101321.166440,5.938132,3.544115
0.602041,0.432560,2884,101320.965778,5.996283,3.488747
0.602041,0.439196,2885,101320.775803,6.052262,3.432511
0.602041,0.445833,2886,101320.596325,6.106039,3.375606
0.602041,0.452470,2887,101320.427209,6.157646,3.318143
0.602041,0.459107,2888,101320.268250,6.207106,3.260255
0.602041,0.465743,2889,101320.119227,6.254453,3.202055
0.602041,0.472380,2890,101319.979882,6.299725,3.143654
0.602041,0.479017,2891,101319.849940,6.342968,3.085155
0.602041,0.485654,2892,101319.729102,6.384232,3.026654
0.602041,0.492290,2893,101319.617050,6.423569,2.968238
0.602041,0.498927,2894,101319.513455,6.461036,2.909990
0.602041,0.505564,2895,101319.417976,6.496691,2.851983
0.602041,0.512200,2896,101319.330264,6.530593,2.794286
0.602041,0.518837,2897,101319.249963,6.562804,2.736958
0.602041,0.525474,2898,101319.176717,6.593385,2.680056
0.602041,0.532111,2899,101319.110169,6.622399,2.623629
0.602041,0.538747,2900,101319.049962,6.649908,2.567719
0.602041,0.545384,2901,101318.995744,6.675974,2.512364
0.602041,0.552021,2902,101318.947170,6.700658,2.457598
0.602041,0.558658,2903,101318.903899,6.724021,2.403450
0.602041,0.565294,2904,101318.865600,6.746123,2.349943
0.602041,0.571931,2905,101318.831951,6.767025,2.297099
0.602041,0.578568,2906,101318.802641,6.786783,2.244933
0.602041,0.585204,2907,101318.777368,6.805455,2.193460
0.602041,0.591841,2908,101318.755845,6.823095,2.142688
0.602041,0.598478,2909,101318.737794,6.839755,2.092625
0.602041,0.605115,2910,101318.722951,6.855485,2.043274
0.602041,0.611751,2911,101318.711063,6.870335,1.994637
0.602041,0.618388,2912,101318.701892,6.884350,1.946713
0.602041,0.625025,2913,101318.695209,6.897577,1.899500
0.602041,0.631662,2914,101318.690801,6.910056,1.852992
0.602041,0.638298,2915,101318.688464,6.921830,1.807184
0.602041,0.644935,2916,101318.688008,6.932935,1.762068
0.602041,0.651572,2917,101318.689253,6.943411,1.717635
0.602041,0.658208,2918,101318.692031,6.953292,1.673875
0.602041,0.664845,2919,101318.696184,6.962612,1.630776
0.602041,0.671482,2920,101318.701567,6.971404,1.588328
0.602041,0.678119,2921,101318.708041,6.979697,1.546518
0.602041,0.684755,2922,101318.715479,6.987522,1.505332
0.602041,0.691392,2923,101318.723762,6.994905,1.464756
0.602041,0.698029,2924,101318.732782,7.001872,1.424778
0.602041,0.704666,2925,101318.742435,7.008447,1.385382
0.602041,0.711302,2926,101318.752628,7.014653,1.346553
0.602041,0.717939,2927,101318.763274,7.020511,1.308277
0.602041,0.724576,2928,101318.774293,7.026042,1.270538
0.602041,0.731213,2929,101318.785611,7.031264,1.233321
0.602041,0.737849,2930,101318.797161,7.036196,1.196611
0.602041,0.744486,2931,101318.808881,7.040854,1.160392
0.602041,0.751123,2932,101318.820714,7.045254,1.124650
0.602041,0.757759,2933,101318.832608,7.049411,1.089368
0.602041,0.764396,2934,101318.844516,7.053339,1.054533
0.602041,0.771033,2935,101318.856394,7.057050,1.020128
0.602041,0.777670,2936,101318.868203,7.060556,0.986139
0.602041,0.784306,2937,101318.879909,7.063869,0.952551
0.602041,0.790943,2938,101318.891477,7.067000,0.919350
0.602041,0.797580,2939,101318.902880,7.069959,0.886521
0.602041,0.804217,2940,101318.914090,7.072755,0.854050
0.602041,0.810853,2941,101318.925084,7.075398,0.821924
0.602041,0.817490,2942,101318.935841,7.077895,0.790127
0.602041,0.824127,2943,101318.946341,7.080254,0.758647
0.602041,0.830763,2944,101318.956567,7.082482,0.727469
0.602041,0.837400,2945,101318.966504,7.084587,0.696582
0.602041,0.844037,2946,101318.976138,7.086573,0.665972
0.602041,0.850674,2947,101318.985456,7.088447,0.635625
0.602041,0.857310,2948,101318.994449,7.090214,0.605530
0.602041,0.863947,2949,101319.003105,7.091879,0.575673
0.602041,0.870584,2950,101319.011418,7.093446,0.546043
0.602041,0.877221,2951,101319.019379,7.094921,0.516628
0.602041,0.883857,2952,101319.026982,7.096306,0.487415
0.602041,0.890494,2953,101319.034220,7.097605,0.458393
0.602041,0.897131,2954,101319.041090,7.098822,0.429550
0.602041,0.903767,2955,101319.047587,7.099959,0.400876
0.602041,0.910404,2956,101319.053706,7.101021,0.372358
0.602041,0.917041,2957,101319.059445,7.102008,0.343986
0.602041,0.923678,2958,101319.064801,7.102923,0.315749
0.602041,0.930314,2959,101319.069772,7.103769,0.287636
0.602041,0.936951,2960,101319.074355,7.104547,0.259636
0.602041,0.943588,2961,101319.078548,7.105257,0.231739
0.602041,0.950225,2962,101319.082350,7.105896,0.203935
0.602041,0.956861,2963,101319.085764,7.106447,0.176217
0.602041,0.963498,2964,101319.088771,7.106833,0.148554
0.602041,0.970135,2965,101319.091427,7.106717,0.121000
0.602041,0.976771,2966,101319.093589,7.104652,0.093364
0.602041,0.983408,2967,101319.095584,7.094114,0.066023
0.602041,0.990045,2968,101319.096806,7.043069,0.037938
0.602041,0.996682,2969,101319.098505,6.951113,0.012498
0.622449,0.363430,2970,101321.420292,5.456983,3.683015
0.622449,0.369893,2971,101320.835891,5.398913,4.390176
0.622449,0.376355,2972,101320.738321,5.684940,4.019230
0.622449,0.382818,2973,101320.350442,5.661450,4.153366
0.622449,0.389281,2974,101320.148023,5.788425,4.016004
0.622449,0.395743,2975,101319.866577,5.834359,4.004165
0.622449,0.402206,2976,101319.642895,5.915610,3.931835
0.622449,0.408669,2977,101319.410364,5.977243,3.883513
0.622449,0.415131,2978,101319.200095,6.043962,3.822595
0.622449,0.421594,2979,101318.998073,6.105017,3.764949
0.622449,0.428056,2980,101318.810273,6.164916,3.704298
0.622449,0.434519,2981,101318.633975,6.221824,3.643453
0.622449,0.440982,2982,101318.470035,6.276492,3.581558
0.622449,0.447444,2983,101318.317784,6.328664,3.519178
0.622449,0.453907,2984,101318.177104,6.378484,3.456316
0.622449,0.460370,2985,101318.047611,6.425956,3.393172
0.622449,0.466832,2986,101317.928980,6.471145,3.329857
0.622449,0.473295,2987,101317.820824,6.514101,3.266501
0.622449,0.479758,2988,101317.722748,6.554886,3.203213
0.622449,0.486220,2989,101317.634334,6.593567,3.140097
0.622449,0.492683,2990,101317.555154,6.630212,3.077246
0.622449,0.499145,2991,101317.484768,6.664893,3.014745
0.622449,0.505608,2992,101317.422731,6.697684,2.952671
0.622449,0.512071,2993,101317.368596,6.728658,2.891092
0.622449,0.518533,2994,101317.321917,6.757891,2.830068
0.622449,0.524996,2995,101317.282251,6.785456,2.769653
0.622449,0.531459,2996,101317.249160,6.811429,2.709893
0.622449,0.537921,2997,101317.222215,6.835881,2.650827
0.622449,0.544384,2998,101317.200999,6.858886,2.592490
0.622449,0.550847,2999,101317.185104,6.880513,2.534910
0.622449,0.557309,3000,101317.174136,6.900832,2.478110
0.622449,0.563772,3001,101317.167714,6.919909,2.422109
0.622449,0.570234,3002,101317.165475,6.937810,2.366922
0.622449,0.576697,3003,101317.167068,6.954600,2.312558
0.622449,0.583160,3004,101317.172160,6.970339,2.259025
0.622449,0.589622,3005,101317.180434,6.985088,2.206328
0.622449,0.596085,3006,101317.191591,6.998902,2.154465
0.622449,0.602548,3007,101317.205345,7.011837,2.103437
0.622449,0.609010,3008,101317.221430,7.023943,2.053238
0.622449,0.615473,3009,101317.239594,7.035271,2.003862
0.622449,0.621936,3010,101317.259599,7.045866,1.955300
0.622449,0.628398,3011,101317.281227,7.055774,1.907543
0.622449,0.634861,3012,101317.304269,7.065037,1.860579
0.622449,0.641324,3013,101317.328535,7.073694,1.814395
0.622449,0.647786,3014,101317.353846,7.081783,1.768978
0.622449,0.654249,3015,101317.380037,7.089340,1.724312
0.622449,0.660711,3016,101317.406953,7.096398,1.680383
0.622449,0.667174,3017,101317.434455,7.102990,1.637174
0.622449,0.673637,3018,101317.462411,7.109146,1.594668
0.622449,0.680099,3019,101317.490702,7.114896,1.552849
0.622449,0.686562,3020,101317.519219,7.120265,1.511700
0.622449,0.693025,3021,101317.547861,7.125279,1.471203
0.622449,0.699487,3022,101317.576536,7.129962,1.431340
0.622449,0.705950,3023,101317.605161,7.134336,1.392094
0.622449,0.712413,3024,101317.633659,7.138421,1.353447
0.622449,0.718875,3025,101317.661962,7.142237,1.315381
0.622449,0.725338,3026,101317.690009,7.145802,1.277879
0.622449,0.731800,3027,101317.717741,7.149133,1.240923
0.622449,0.738263,3028,101317.745110,7.152246,1.204495
0.622449,0.744726,3029,101317.772069,7.155156,1.168578
0.622449,0.751188,3030,101317.798578,7.157875,1.133156
0.622449,0.757651,3031,101317.824602,7.160419,1.098211
0.622449,0.764114,3032,101317.850107,7.162797,1.063727
0.622449,0.770576,3033,101317.875066,7.165022,1.029688
0.622449,0.777039,3034,101317.899453,7.167104,0.996077
0.622449,0.783502,3035,101317.923247,7.169052,0.962878
0.622449,0.789964,3036,101317.946429,7.170875,0.930077
0.622449,0.796427,3037,101317.968983,7.172583,0.897657
0.622449,0.802890,3038,101317.990893,7.174183,0.865605
0.622449,0.809352,3039,101318.012148,7.175682,0.833904
0.622449,0.815815,3040,101318.032738,7.177088,0.802542
0.622449,0.822277,3041,101318.052654,7.178407,0.771503
0.622449,0.828740,3042,101318.071889,7.179644,0.740774
0.622449,0.835203,3043,101318.090437,7.180806,0.710341
0.622449,0.841665,3044,101318.108295,7.181897,0.680192
0.622449,0.848128,3045,101318.125459,7.182921,0.650312
0.622449,0.854591,3046,101318.141925,7.183884,0.620689
0.622449,0.861053,3047,101318.157693,7.184789,0.591310
0.622449,0.867516,3048,101318.172762,7.185640,0.562163
0.622449,0.873979,3049,101318.187131,7.186440,0.533237
0.622449,0.880441,3050,101318.200800,7.187193,0.504518
0.622449,0.886904,3051,101318.213769,7.187901,0.475996
0.622449,0.893366,3052,101318.226041,7.188567,0.447658
0.622449,0.899829,3053,101318.237615,7.189193,0.419494
0.622449,0.906292,3054,101318.248493,7.189781,0.391493
0.622449,0.912754,3055,101318.258677,7.190335,0.363642
0.622449,0.919217,3056,101318.268169,7.190854,0.335933
0.622449,0.925680,3057,101318.276970,7.191342,0.308353
0.622449,0.932142,3058,101318.285082,7.191798,0.280894
0.622449,0.938605,3059,101318.292506,7.192225,0.253543
0.622449,0.945068,3060,101318.299246,7.192622,0.226292
0.622449,0.951530,3061,101318.305300,7.192984,0.199129
0.622449,0.957993,3062,101318.310678,7.193287,0.172050
0.622449,0.964455,3063,101318.315359,7.193438,0.145023
0.622449,0.970918,3064,101318.319407,7.193048,0.118104
0.622449,0.977381,3065,101318.322673,7.190518,0.091090
0.622449,0.983843,3066,101318.325498,7.178927,0.064381
0.622449,0.990306,3067,101318.327264,7.125115,0.036894
0.622449,0.996769,3068,101318.329215,7.028654,0.012142
0.642857,0.379864,3069,101317.966987,5.852354,3.825088
0.642857,0.386160,3070,101317.423919,5.818549,4.489998
0.642857,0.392456,3071,101317.370354,6.093393,4.121950
0.642857,0.398751,3072,101317.026296,6.070054,4.238586
0.642857,0.405047,3073,101316.872781,6.189633,4.094216
0.642857,0.411343,3074,101316.642038,6.231630,4.070448
0.642857,0.417639,3075,101316.471318,6.306340,3.989276
0.642857,0.423934,3076,101316.293998,6.362199,3.931118
0.642857,0.430230,3077,101316.140448,6.422225,3.861475
0.642857,0.436526,3078,101315.996752,6.476571,3.795226
0.642857,0.442822,3079,101315.868384,6.529385,3.726582
0.642857,0.449118,3080,101315.752486,6.579056,3.658151
0.642857,0.455413,3081,101315.649598,6.626299,3.589170
0.642857,0.461709,3082,101315.558838,6.670928,3.520169
0.642857,0.468005,3083,101315.479844,6.713114,3.451160
0.642857,0.474301,3084,101315.412020,6.752898,3.382331
0.642857,0.480597,3085,101315.354837,6.790376,3.313783
0.642857,0.486892,3086,101315.307723,6.825630,3.245634
0.642857,0.493188,3087,101315.270111,6.858748,3.177979
0.642857,0.499484,3088,101315.241430,6.889821,3.110905
0.642857,0.505780,3089,101315.221113,6.918941,3.044487
0.642857,0.512076,3090,101315.208599,6.946197,2.978794
0.642857,0.518371,3091,101315.203336,6.971682,2.913881
0.642857,0.524667,3092,101315.204786,6.995482,2.849798
0.642857,0.530963,3093,101315.212425,7.017687,2.786586
0.642857,0.537259,3094,101315.225748,7.038380,2.724279
0.642857,0.543555,3095,101315.244265,7.057645,2.662903
0.642857,0.549850,3096,101315.267509,7.075561,2.602480
0.642857,0.556146,3097,101315.295032,7.092207,2.543026
0.642857,0.562442,3098,101315.326410,7.107657,2.484550
0.642857,0.568738,3099,101315.361238,7.121982,2.427060
0.642857,0.575034,3100,101315.399134,7.135251,2.370557
0.642857,0.581329,3101,101315.439740,7.147531,2.315041
0.642857,0.587625,3102,101315.482718,7.158885,2.260507
0.642857,0.593921,3103,101315.527750,7.169373,2.206949
0.642857,0.600217,3104,101315.574544,7.179053,2.154356
0.642857,0.606513,3105,101315.622823,7.187979,2.102718
0.642857,0.612808,3106,101315.672333,7.196202,2.052020
0.642857,0.619104,3107,101315.722837,7.203771,2.002248
0.642857,0.625400,3108,101315.774119,7.210729,1.953384
0.642857,0.631696,3109,101315.825977,7.217122,1.905412
0.642857,0.637992,3110,101315.878227,7.222987,1.858311
0.642857,0.644287,3111,101315.930701,7.228364,1.812064
0.642857,0.650583,3112,101315.983245,7.233287,1.766649
0.642857,0.656879,3113,101316.035717,7.237789,1.722046
0.642857,0.663175,3114,101316.087992,7.241902,1.678234
0.642857,0.669471,3115,101316.139953,7.245655,1.635191
0.642857,0.675766,3116,101316.191497,7.249075,1.592898
0.642857,0.682062,3117,101316.242529,7.252188,1.551332
0.642857,0.688358,3118,101316.292967,7.255019,1.510473
0.642857,0.694654,3119,101316.342735,7.257589,1.470298
0.642857,0.700950,3120,101316.391767,7.259919,1.430788
0.642857,0.707245,3121,101316.440003,7.262029,1.391921
0.642857,0.713541,3122,101316.487393,7.263936,1.353678
0.642857,0.719837,3123,101316.533890,7.265658,1.316036
0.642857,0.726133,3124,101316.579455,7.267210,1.278978
0.642857,0.732429,3125,101316.624054,7.268606,1.242482
0.642857,0.738724,3126,101316.667659,7.269859,1.206530
0.642857,0.745020,3127,101316.710244,7.270983,1.171103
0.642857,0.751316,3128,101316.751789,7.271988,1.136182
0.642857,0.757612,3129,101316.792277,7.272885,1.101749
0.642857,0.763908,3130,101316.831694,7.273684,1.067786
0.642857,0.770203,3131,101316.870029,7.274394,1.034276
0.642857,0.776499,3132,101316.907275,7.275023,1.001201
0.642857,0.782795,3133,101316.943426,7.275580,0.968546
0.642857,0.789091,3134,101316.978478,7.276070,0.936293
0.642857,0.795387,3135,101317.012430,7.276501,0.904427
0.642857,0.801682,3136,101317.045281,7.276880,0.872933
0.642857,0.807978,3137,101317.077034,7.277212,0.841795
0.642857,0.814274,3138,101317.107689,7.277502,0.810998
0.642857,0.820570,3139,101317.137252,7.277756,0.780529
0.642857,0.826866,3140,101317.165727,7.277977,0.750372
0.642857,0.833161,3141,101317.193119,7.278171,0.720514
0.642857,0.839457,3142,101317.219434,7.278341,0.690942
0.642857,0.845753,3143,101317.244679,7.278490,0.661643
0.642857,0.852049,3144,101317.268861,7.278621,0.632603
0.642857,0.858345,3145,101317.291986,7.278738,0.603810
0.642857,0.864640,3146,101317.314062,7.278843,0.575252
0.642857,0.870936,3147,101317.335097,7.278939,0.546916
0.642857,0.877232,3148,101317.355099,7.279028,0.518792
0.642857,0.883528,3149,101317.374074,7.279111,0.490866
0.642857,0.889824,3150,101317.392031,7.279192,0.463128
0.642857,0.896119,3151,101317.408977,7.279271,0.435567
0.642857,0.902415,3152,101317.424919,7.279350,0.408172
0.642857,0.908711,3153,101317.439864,7.279430,0.380932
0.642857,0.915007,3154,101317.453819,7.279514,0.353837
0.642857,0.921303,3155,101317.466790,7.279601,0.326876
0.642857,0.927598,3156,101317.478783,7.279693,0.300039
0.642857,0.933894,3157,101317.489805,7.279790,0.273316
0.642857,0.940190,3158,101317.499862,7.279893,0.246697
0.642857,0.946486,3159,101317.508957,7.280000,0.220173
0.642857,0.952782,3160,101317.517095,7.280105,0.193732
0.642857,0.959077,3161,101317.524287,7.280177,0.167372
0.642857,0.965373,3162,101317.530514,7.280106,0.141058
0.642857,0.971669,3163,101317.535846,7.279448,0.114853
0.642857,0.977965,3164,101317.540128,7.276452,0.088539
0.642857,0.984261,3165,101317.543714,7.263809,0.062539
0.642857,0.990556,3166,101317.545977,7.207083,0.035728
0.642857,0.996852,3167,101317.548146,7.105823,0.011741
0.663265,0.395484,3168,101314.196941,6.276492,3.944230
0.663265,0.401621,3169,101313.725319,6.270068,4.554307
0.663265,0.407759,3170,101313.733654,6.528985,4.191313
0.663265,0.413896,3171,101313.455956,6.504224,4.288872
0.663265,0.420033,3172,101313.371627,6.613677,4.137104
0.663265,0.426170,3173,101313.212038,6.649423,4.101184
0.663265,0.432307,3174,101313.113868,6.715271,4.010998
0.663265,0.438445,3175,101313.010711,6.763109,3.943126
0.663265,0.444582,3176,101312.932014,6.814312,3.864970
0.663265,0.450719,3177,101312.863928,6.859906,3.790513
0.663265,0.456856,3178,101312.811367,6.903715,3.714380
0.663265,0.462994,3179,101312.771301,6.944340,3.638988
0.663265,0.469131,3180,101312.743933,6.982473,3.563641
0.663265,0.475268,3181,101312.728151,7.017997,3.488822
0.663265,0.481405,3182,101312.723350,7.051106,3.414538
0.663265,0.487542,3183,101312.728732,7.081882,3.340949
0.663265,0.493680,3184,101312.743579,7.110448,3.268139
0.663265,0.499817,3185,101312.767159,7.136911,3.196198
0.663265,0.505954,3186,101312.798766,7.161384,3.125199
0.663265,0.512091,3187,101312.837708,7.183978,3.055201
0.663265,0.518228,3188,101312.883321,7.204800,2.986257
0.663265,0.524366,3189,101312.934964,7.223954,2.918407
0.663265,0.530503,3190,101312.992024,7.241543,2.851683
0.663265,0.536640,3191,101313.053918,7.257663,2.786109
0.663265,0.542777,3192,101313.120092,7.272409,2.721703
0.663265,0.548915,3193,101313.190021,7.285870,2.658473
0.663265,0.555052,3194,101313.263213,7.298132,2.596426
0.663265,0.561189,3195,101313.339206,7.309277,2.535562
0.663265,0.567326,3196,101313.417567,7.319381,2.475874
0.663265,0.573463,3197,101313.497895,7.328519,2.417357
0.663265,0.579601,3198,101313.579815,7.336761,2.359996
0.663265,0.585738,3199,101313.662983,7.344171,2.303779
0.663265,0.591875,3200,101313.747079,7.350814,2.248688
0.663265,0.598012,3201,101313.831812,7.356747,2.194704
0.663265,0.604150,3202,101313.916912,7.362026,2.141806
0.663265,0.610287,3203,101314.002136,7.366704,2.089973
0.663265,0.616424,3204,101314.087262,7.370827,2.039180
0.663265,0.622561,3205,101314.172087,7.374442,1.989404
0.663265,0.628698,3206,101314.256429,7.377591,1.940620
0.663265,0.634836,3207,101314.340125,7.380312,1.892801
0.663265,0.640973,3208,101314.423028,7.382642,1.845921
0.663265,0.647110,3209,101314.505007,7.384616,1.799955
0.663265,0.653247,3210,101314.585946,7.386263,1.754876
0.663265,0.659384,3211,101314.665742,7.387615,1.710657
0.663265,0.665522,3212,101314.744305,7.388697,1.667273
0.663265,0.671659,3213,101314.821557,7.389535,1.624697
0.663265,0.677796,3214,101314.897428,7.390152,1.582904
0.663265,0.683933,3215,101314.971862,7.390571,1.541869
0.663265,0.690071,3216,101315.044807,7.390812,1.501566
0.663265,0.696208,3217,101315.116223,7.390893,1.461971
0.663265,0.702345,3218,101315.186074,7.390832,1.423061
0.663265,0.708482,3219,101315.254334,7.390645,1.384812
0.663265,0.714619,3220,101315.320980,7.390345,1.347201
0.663265,0.720757,3221,101315.385996,7.389948,1.310205
0.663265,0.726894,3222,101315.449371,7.389464,1.273802
0.663265,0.733031,3223,101315.511096,7.388906,1.237972
0.663265,0.739168,3224,101315.571168,7.388283,1.202693
0.663265,0.745306,3225,101315.629586,7.387606,1.167945
0.663265,0.751443,3226,101315.686354,7.386883,1.133707
0.663265,0.757580,3227,101315.741477,7.386122,1.099962
0.663265,0.763717,3228,101315.794962,7.385331,1.066690
0.663265,0.769854,3229,101315.846820,7.384516,1.033873
0.663265,0.775992,3230,101315.897060,7.383683,1.001493
0.663265,0.782129,3231,101315.945696,7.382839,0.969533
0.663265,0.788266,3232,101315.992742,7.381987,0.937976
0.663265,0.794403,3233,101316.038213,7.381133,0.906806
0.663265,0.800540,3234,101316.082124,7.380281,0.876007
0.663265,0.806678,3235,101316.124491,7.379436,0.845564
0.663265,0.812815,3236,101316.165332,7.378600,0.815461
0.663265,0.818952,3237,101316.204664,7.377778,0.785685
0.663265,0.825089,3238,101316.242503,7.376972,0.756221
0.663265,0.831227,3239,101316.278868,7.376186,0.727055
0.663265,0.837364,3240,101316.313776,7.375421,0.698174
0.663265,0.843501,3241,101316.347243,7.374679,0.669564
0.663265,0.849638,3242,101316.379288,7.373963,0.641214
0.663265,0.855775,3243,101316.409927,7.373275,0.613109
0.663265,0.861913,3244,101316.439177,7.372616,0.585240
0.663265,0.868050,3245,101316.467053,7.371988,0.557592
0.663265,0.874187,3246,101316.493572,7.371392,0.530156
0.663265,0.880324,3247,101316.518749,7.370828,0.502918
0.663265,0.886461,3248,101316.542598,7.370299,0.475870
0.663265,0.892599,3249,101316.565134,7.369805,0.448999
0.663265,0.898736,3250,101316.586370,7.369347,0.422295
0.663265,0.904873,3251,101316.606320,7.368925,0.395748
