x,y
0.244898,0.147565
0.244898,0.157363
0.244898,0.167161
0.244898,0.176959
0.244898,0.186757
0.244898,0.196555
0.244898,0.206353
0.244898,0.216152
0.244898,0.225950
0.244898,0.235748
0.244898,0.245546
0.244898,0.255344
0.244898,0.265142
0.244898,0.274940
0.244898,0.284738
0.244898,0.294536
0.244898,0.304334
0.244898,0.314133
0.244898,0.323931
0.244898,0.333729
0.244898,0.343527
0.244898,0.353325
0.244898,0.363123
0.244898,0.372921
0.244898,0.382719
0.244898,0.392517
0.244898,0.402316
0.244898,0.412114
0.244898,0.421912
0.244898,0.431710
0.244898,0.441508
0.244898,0.451306
0.244898,0.461104
0.244898,0.470902
0.244898,0.480700
0.244898,0.490498
0.244898,0.500297
0.244898,0.510095
0.244898,0.519893
0.244898,0.529691
0.244898,0.539489
0.244898,0.549287
0.244898,0.559085
0.244898,0.568883
0.244898,0.578681
0.244898,0.588480
0.244898,0.598278
0.244898,0.608076
0.244898,0.617874
0.244898,0.627672
0.244898,0.637470
0.244898,0.647268
0.244898,0.657066
0.244898,0.666864
0.244898,0.676663
0.244898,0.686461
0.244898,0.696259
0.244898,0.706057
0.244898,0.715855
0.244898,0.725653
0.244898,0.735451
0.244898,0.745249
0.244898,0.755047
0.244898,0.764845
0.244898,0.774644
0.244898,0.784442
0.244898,0.794240
0.244898,0.804038
0.244898,0.813836
0.244898,0.823634
0.244898,0.833432
0.244898,0.843230
0.244898,0.853028
0.244898,0.862827
0.244898,0.872625
0.244898,0.882423
0.244898,0.892221
0.244898,0.902019
0.244898,0.911817
0.244898,0.921615
0.244898,0.931413
0.244898,0.941211
0.244898,0.951009
0.244898,0.960808
0.244898,0.970606
0.244898,0.980404
0.244898,0.990202
0.244898,1.000000
0.265306,0.035194
0.265306,0.044939
0.265306,0.054685
0.265306,0.064430
0.265306,0.074176
0.265306,0.083921
0.265306,0.093667
0.265306,0.103412
0.265306,0.113158
0.265306,0.122903
0.265306,0.132649
0.265306,0.142394
0.265306,0.152140
0.265306,0.161885
0.265306,0.171631
0.265306,0.181376
0.265306,0.191122
0.265306,0.200867
0.265306,0.210613
0.265306,0.220359
0.265306,0.230104
0.265306,0.239850
0.265306,0.249595
0.265306,0.259341
0.265306,0.269086
0.265306,0.278832
0.265306,0.288577
0.265306,0.298323
0.265306,0.308068
0.265306,0.317814
0.265306,0.327559
0.265306,0.337305
0.265306,0.347050
0.265306,0.356796
0.265306,0.366541
0.265306,0.376287
0.265306,0.386032
0.265306,0.395778
0.265306,0.405523
0.265306,0.415269
0.265306,0.425014
0.265306,0.434760
0.265306,0.444505
0.265306,0.454251
0.265306,0.463996
0.265306,0.473742
0.265306,0.483488
0.265306,0.493233
0.265306,0.502979
0.265306,0.512724
0.265306,0.522470
0.265306,0.532215
0.265306,0.541961
0.265306,0.551706
0.265306,0.561452
0.265306,0.571197
0.265306,0.580943
0.265306,0.590688
0.265306,0.600434
0.265306,0.610179
0.265306,0.619925
0.265306,0.629670
0.265306,0.639416
0.265306,0.649161
0.265306,0.658907
0.265306,0.668652
0.265306,0.678398
0.265306,0.688143
0.265306,0.697889
0.265306,0.707634
0.265306,0.717380
0.265306,0.727125
0.265306,0.736871
0.265306,0.746617
0.265306,0.756362
0.265306,0.766108
0.265306,0.775853
0.265306,0.785599
0.265306,0.795344
0.265306,0.805090
0.265306,0.814835
0.265306,0.824581
0.265306,0.834326
0.265306,0.844072
0.265306,0.853817
0.265306,0.863563
0.265306,0.873308
0.265306,0.883054
0.265306,0.892799
0.265306,0.902545
0.265306,0.912290
0.265306,0.922036
0.265306,0.931781
0.265306,0.941527
0.265306,0.951272
0.265306,0.961018
0.265306,0.970763
0.265306,0.980509
