x,y,cell_number,p_stat, vel_u, vel_v
0.193878,0.122908,901,101343.164837,3.291669,0.587577
0.193878,0.132819,902,101343.044018,3.321563,0.587712
0.193878,0.142729,903,101342.922271,3.351446,0.587689
0.193878,0.152640,904,101342.799614,3.381318,0.587511
0.193878,0.162551,905,101342.676074,3.411168,0.587174
0.193878,0.172461,906,101342.551677,3.440996,0.586676
0.193878,0.182372,907,101342.426456,3.470790,0.586015
0.193878,0.192283,908,101342.300439,3.500548,0.585189
0.193878,0.202193,909,101342.173663,3.530259,0.584195
0.193878,0.212104,910,101342.046161,3.559921,0.583033
0.193878,0.222015,911,101341.917976,3.589521,0.581699
0.193878,0.231925,912,101341.789143,3.619056,0.580193
0.193878,0.241836,913,101341.659709,3.648514,0.578513
0.193878,0.251746,914,101341.529714,3.677892,0.576657
0.193878,0.261657,915,101341.399209,3.707175,0.574624
0.193878,0.271568,916,101341.268238,3.736361,0.572414
0.193878,0.281478,917,101341.136854,3.765435,0.570023
0.193878,0.291389,918,101341.005106,3.794395,0.567453
0.193878,0.301300,919,101340.873050,3.823225,0.564701
0.193878,0.311210,920,101340.740738,3.851921,0.561767
0.193878,0.321121,921,101340.608231,3.880470,0.558649
0.193878,0.331032,922,101340.475584,3.908866,0.555349
0.193878,0.340942,923,101340.342858,3.937096,0.551865
0.193878,0.350853,924,101340.210112,3.965154,0.548197
0.193878,0.360764,925,101340.077412,3.993026,0.544344
0.193878,0.370674,926,101339.944818,4.020707,0.540307
0.193878,0.380585,927,101339.812398,4.048182,0.536086
0.193878,0.390495,928,101339.680215,4.075447,0.531681
0.193878,0.400406,929,101339.548337,4.102487,0.527092
0.193878,0.410317,930,101339.416831,4.129297,0.522321
0.193878,0.420227,931,101339.285768,4.155862,0.517367
0.193878,0.430138,932,101339.155213,4.182177,0.512232
0.193878,0.440049,933,101339.025241,4.208229,0.506917
0.193878,0.449959,934,101338.895917,4.234010,0.501423
0.193878,0.459870,935,101338.767317,4.259509,0.495751
0.193878,0.469781,936,101338.639508,4.284718,0.489904
0.193878,0.479691,937,101338.512566,4.309626,0.483881
0.193878,0.489602,938,101338.386558,4.334225,0.477686
0.193878,0.499513,939,101338.261559,4.358504,0.471320
0.193878,0.509423,940,101338.137639,4.382457,0.464786
0.193878,0.519334,941,101338.014872,4.406070,0.458085
0.193878,0.529244,942,101337.893326,4.429340,0.451220
0.193878,0.539155,943,101337.773077,4.452253,0.444194
0.193878,0.549066,944,101337.654191,4.474805,0.437008
0.193878,0.558976,945,101337.536742,4.496982,0.429666
0.193878,0.568887,946,101337.420797,4.518782,0.422171
0.193878,0.578798,947,101337.306428,4.540192,0.414525
0.193878,0.588708,948,101337.193700,4.561208,0.406732
0.193878,0.598619,949,101337.082685,4.581818,0.398794
0.193878,0.608530,950,101336.973445,4.602019,0.390714
0.193878,0.618440,951,101336.866051,4.621800,0.382497
0.193878,0.628351,952,101336.760563,4.641157,0.374145
0.193878,0.638262,953,101336.657048,4.660079,0.365662
0.193878,0.648172,954,101336.555565,4.678565,0.357051
0.193878,0.658083,955,101336.456180,4.696602,0.348316
0.193878,0.667993,956,101336.358949,4.714190,0.339459
0.193878,0.677904,957,101336.263933,4.731318,0.330486
0.193878,0.687815,958,101336.171187,4.747985,0.321399
0.193878,0.697725,959,101336.080770,4.764180,0.312202
0.193878,0.707636,960,101335.992733,4.779902,0.302898
0.193878,0.717547,961,101335.907131,4.795143,0.293491
0.193878,0.727457,962,101335.824013,4.809901,0.283986
0.193878,0.737368,963,101335.743430,4.824168,0.274385
0.193878,0.747279,964,101335.665429,4.837943,0.264692
0.193878,0.757189,965,101335.590057,4.851217,0.254910
0.193878,0.767100,966,101335.517357,4.863992,0.245044
0.193878,0.777011,967,101335.447374,4.876258,0.235097
0.193878,0.786921,968,101335.380145,4.888017,0.225072
0.193878,0.796832,969,101335.315712,4.899261,0.214973
0.193878,0.806742,970,101335.254110,4.909990,0.204804
0.193878,0.816653,971,101335.195376,4.920199,0.194567
0.193878,0.826564,972,101335.139542,4.929887,0.184267
0.193878,0.836474,973,101335.086640,4.939048,0.173907
0.193878,0.846385,974,101335.036699,4.947684,0.163490
0.193878,0.856296,975,101334.989747,4.955790,0.153019
0.193878,0.866206,976,101334.945808,4.963365,0.142498
0.193878,0.876117,977,101334.904908,4.970406,0.131931
0.193878,0.886028,978,101334.867066,4.976914,0.121320
0.193878,0.895938,979,101334.832304,4.982884,0.110669
0.193878,0.905849,980,101334.800638,4.988318,0.099982
0.193878,0.915760,981,101334.772083,4.993211,0.089259
0.193878,0.925670,982,101334.746657,4.997567,0.078511
0.193878,0.935581,983,101334.724363,5.001381,0.067726
0.193878,0.945491,984,101334.705227,5.004655,0.056935
0.193878,0.955402,985,101334.689237,5.007386,0.046097
0.193878,0.965313,986,101334.676415,5.009565,0.035276
0.193878,0.975223,987,101334.666768,5.011164,0.024412
0.193878,0.985134,988,101334.660263,4.997536,0.013491
0.193878,0.995045,989,101334.657070,4.968678,0.004037
0.214286,0.027946,990,101344.283907,2.956402,0.487359
0.214286,0.037814,991,101344.100187,3.013415,0.719053
0.214286,0.047683,992,101344.034777,3.062548,0.601477
0.214286,0.057551,993,101343.894726,3.090796,0.664548
0.214286,0.067420,994,101343.793208,3.121773,0.637385
0.214286,0.077288,995,101343.671510,3.151416,0.650083
0.214286,0.087157,996,101343.556935,3.181575,0.646509
0.214286,0.097026,997,101343.438180,3.211599,0.648683
0.214286,0.106894,998,101343.319459,3.241684,0.648759
0.214286,0.116763,999,101343.199401,3.271768,0.649265
0.214286,0.126631,1000,101343.078438,3.301865,0.649455
0.214286,0.136500,1001,101342.956484,3.331960,0.649524
0.214286,0.146368,1002,101342.833586,3.362054,0.649420
0.214286,0.156237,1003,101342.709769,3.392137,0.649150
0.214286,0.166106,1004,101342.585058,3.422207,0.648710
0.214286,0.175974,1005,101342.459484,3.452253,0.648096
0.214286,0.185843,1006,101342.333077,3.482274,0.647306
0.214286,0.195711,1007,101342.205874,3.512256,0.646337
0.214286,0.205580,1008,101342.077906,3.542200,0.645188
0.214286,0.215448,1009,101341.949215,3.572091,0.643854
0.214286,0.225317,1010,101341.819836,3.601928,0.642336
0.214286,0.235186,1011,101341.689816,3.631697,0.640628
0.214286,0.245054,1012,101341.559193,3.661395,0.638732
0.214286,0.254923,1013,101341.428016,3.691009,0.636643
0.214286,0.264791,1014,101341.296331,3.720535,0.634362
0.214286,0.274660,1015,101341.164188,3.749960,0.631885
0.214286,0.284528,1016,101341.031636,3.779279,0.629212
0.214286,0.294397,1017,101340.898731,3.808478,0.626340
0.214286,0.304266,1018,101340.765523,3.837554,0.623270
0.214286,0.314134,1019,101340.632073,3.866491,0.620000
0.214286,0.324003,1020,101340.498434,3.895286,0.616529
0.214286,0.333871,1021,101340.364670,3.923922,0.612857
0.214286,0.343740,1022,101340.230837,3.952397,0.608982
0.214286,0.353608,1023,101340.097000,3.980695,0.604904
0.214286,0.363477,1024,101339.963219,4.008810,0.600624
0.214286,0.373346,1025,101339.829564,4.036729,0.596141
0.214286,0.383214,1026,101339.696094,4.064446,0.591455
0.214286,0.393083,1027,101339.562882,4.091945,0.586567
0.214286,0.402951,1028,101339.429990,4.119223,0.581476
0.214286,0.412820,1029,101339.297491,4.146264,0.576184
0.214286,0.422688,1030,101339.165451,4.173062,0.570692
0.214286,0.432557,1031,101339.033943,4.199604,0.565000
0.214286,0.442426,1032,101338.903035,4.225883,0.559109
0.214286,0.452294,1033,101338.772801,4.251885,0.553021
0.214286,0.462163,1034,101338.643310,4.277606,0.546738
0.214286,0.472031,1035,101338.514636,4.303030,0.540261
0.214286,0.481900,1036,101338.386849,4.328153,0.533592
0.214286,0.491768,1037,101338.260024,4.352960,0.526733
0.214286,0.501637,1038,101338.134230,4.377447,0.519686
0.214286,0.511506,1039,101338.009542,4.401599,0.512454
0.214286,0.521374,1040,101337.886031,4.425413,0.505038
0.214286,0.531243,1041,101337.763770,4.448873,0.497443
0.214286,0.541111,1042,101337.642828,4.471978,0.489670
0.214286,0.550980,1043,101337.523279,4.494711,0.481722
0.214286,0.560848,1044,101337.405191,4.517071,0.473603
0.214286,0.570717,1045,101337.288636,4.539044,0.465315
0.214286,0.580586,1046,101337.173681,4.560626,0.456862
0.214286,0.590454,1047,101337.060397,4.581805,0.448248
0.214286,0.600323,1048,101336.948849,4.602578,0.439475
0.214286,0.610191,1049,101336.839106,4.622932,0.430548
0.214286,0.620060,1050,101336.731230,4.642865,0.421470
0.214286,0.629929,1051,101336.625290,4.662365,0.412244
0.214286,0.639797,1052,101336.521346,4.681430,0.402875
0.214286,0.649666,1053,101336.419462,4.700048,0.393367
0.214286,0.659534,1054,101336.319696,4.718218,0.383723
0.214286,0.669403,1055,101336.222110,4.735929,0.373947
0.214286,0.679271,1056,101336.126760,4.753179,0.364043
0.214286,0.689140,1057,101336.033705,4.769958,0.354016
0.214286,0.699009,1058,101335.942997,4.786265,0.343869
0.214286,0.708877,1059,101335.854693,4.802091,0.333606
0.214286,0.718746,1060,101335.768840,4.817435,0.323232
0.214286,0.728614,1061,101335.685493,4.832287,0.312750
0.214286,0.738483,1062,101335.604697,4.846647,0.302165
0.214286,0.748351,1063,101335.526501,4.860507,0.291480
0.214286,0.758220,1064,101335.450948,4.873867,0.280699
0.214286,0.768089,1065,101335.378085,4.886718,0.269827
0.214286,0.777957,1066,101335.307948,4.899061,0.258868
0.214286,0.787826,1067,101335.240582,4.910888,0.247824
0.214286,0.797694,1068,101335.176021,4.922201,0.236701
0.214286,0.807563,1069,101335.114304,4.932992,0.225503
0.214286,0.817431,1070,101335.055463,4.943261,0.214232
0.214286,0.827300,1071,101334.999532,4.953003,0.202893
0.214286,0.837169,1072,101334.946540,4.962219,0.191490
0.214286,0.847037,1073,101334.896517,4.970903,0.180025
0.214286,0.856906,1074,101334.849487,4.979056,0.168504
0.214286,0.866774,1075,101334.805479,4.986673,0.156930
0.214286,0.876643,1076,101334.764512,4.993756,0.145306
0.214286,0.886511,1077,101334.726610,5.000299,0.133636
0.214286,0.896380,1078,101334.691789,5.006304,0.121924
0.214286,0.906249,1079,101334.660071,5.011768,0.110173
0.214286,0.916117,1080,101334.631465,5.016692,0.098385
0.214286,0.925986,1081,101334.605993,5.021071,0.086571
0.214286,0.935854,1082,101334.583655,5.024910,0.074718
0.214286,0.945723,1083,101334.564480,5.028201,0.062858
0.214286,0.955591,1084,101334.548454,5.030951,0.050952
0.214286,0.965460,1085,101334.535602,5.033140,0.039060
0.214286,0.975329,1086,101334.525925,5.034743,0.027126
0.214286,0.985197,1087,101334.519401,5.019653,0.015122
0.214286,0.995066,1088,101334.516196,4.987872,0.004579
0.234694,0.032504,1089,101344.197677,2.964014,0.539556
0.234694,0.042326,1090,101344.011598,3.020505,0.788091
0.234694,0.052148,1091,101343.947506,3.073583,0.658980
0.234694,0.061971,1092,101343.804102,3.100522,0.730693
0.234694,0.071793,1093,101343.703391,3.132498,0.698160
0.234694,0.081615,1094,101343.579380,3.161919,0.713819
0.234694,0.091438,1095,101343.464362,3.192424,0.708782
0.234694,0.101260,1096,101343.344145,3.222579,0.711556
0.234694,0.111082,1097,101343.224388,3.252877,0.711355
0.234694,0.120904,1098,101343.103093,3.283163,0.711898
0.234694,0.130727,1099,101342.980939,3.313468,0.712005
0.234694,0.140549,1100,101342.857755,3.343782,0.712012
0.234694,0.150371,1101,101342.733621,3.374095,0.711825
0.234694,0.160194,1102,101342.608550,3.404407,0.711463
0.234694,0.170016,1103,101342.482577,3.434705,0.710917
0.234694,0.179838,1104,101342.355729,3.464989,0.710184
0.234694,0.189661,1105,101342.228044,3.495246,0.709262
0.234694,0.199483,1106,101342.099554,3.525475,0.708147
0.234694,0.209305,1107,101341.970298,3.555662,0.706835
0.234694,0.219127,1108,101341.840312,3.585805,0.705326
0.234694,0.228950,1109,101341.709641,3.615891,0.703615
0.234694,0.238772,1110,101341.578325,3.645917,0.701701
0.234694,0.248594,1111,101341.446411,3.675868,0.699580
0.234694,0.258417,1112,101341.313943,3.705743,0.697251
0.234694,0.268239,1113,101341.180973,3.735527,0.694712
0.234694,0.278061,1114,101341.047548,3.765216,0.691960
0.234694,0.287884,1115,101340.913723,3.794795,0.688995
0.234694,0.297706,1116,101340.779549,3.824260,0.685814
0.234694,0.307528,1117,101340.645085,3.853597,0.682416
0.234694,0.317350,1118,101340.510385,3.882802,0.678800
0.234694,0.327173,1119,101340.375511,3.911858,0.674965
0.234694,0.336995,1120,101340.240519,3.940762,0.670909
0.234694,0.346817,1121,101340.105475,3.969498,0.666633
0.234694,0.356640,1122,101339.970439,3.998061,0.662135
0.234694,0.366462,1123,101339.835479,4.026437,0.657416
0.234694,0.376284,1124,101339.700655,4.054619,0.652475
0.234694,0.386106,1125,101339.566040,4.082593,0.647312
0.234694,0.395929,1126,101339.431697,4.110353,0.641929
0.234694,0.405751,1127,101339.297697,4.137884,0.636324
0.234694,0.415573,1128,101339.164108,4.165181,0.630499
0.234694,0.425396,1129,101339.031004,4.192228,0.624455
0.234694,0.435218,1130,101338.898450,4.219020,0.618193
0.234694,0.445040,1131,101338.766524,4.245543,0.611713
0.234694,0.454863,1132,101338.635292,4.271790,0.605019
0.234694,0.464685,1133,101338.504832,4.297746,0.598111
0.234694,0.474507,1134,101338.375212,4.323408,0.590991
0.234694,0.484329,1135,101338.246509,4.348759,0.583661
0.234694,0.494152,1136,101338.118792,4.373796,0.576125
0.234694,0.503974,1137,101337.992137,4.398503,0.568383
0.234694,0.513796,1138,101337.866615,4.422875,0.560439
0.234694,0.523619,1139,101337.742300,4.446900,0.552296
0.234694,0.533441,1140,101337.619262,4.470572,0.543956
0.234694,0.543263,1141,101337.497576,4.493877,0.535423
0.234694,0.553086,1142,101337.377310,4.516811,0.526700
0.234694,0.562908,1143,101337.258538,4.539362,0.517790
0.234694,0.572730,1144,101337.141327,4.561525,0.508698
0.234694,0.582552,1145,101337.025748,4.583287,0.499425
0.234694,0.592375,1146,101336.911868,4.604645,0.489977
0.234694,0.602197,1147,101336.799756,4.625586,0.480358
0.234694,0.612019,1148,101336.689476,4.646108,0.470571
0.234694,0.621842,1149,101336.581096,4.666199,0.460620
0.234694,0.631664,1150,101336.474676,4.685855,0.450509
0.234694,0.641486,1151,101336.370284,4.705066,0.440244
0.234694,0.651308,1152,101336.267977,4.723830,0.429827
0.234694,0.661131,1153,101336.167819,4.742134,0.419264
0.234694,0.670953,1154,101336.069864,4.759979,0.408558
0.234694,0.680775,1155,101335.974173,4.777353,0.397715
0.234694,0.690598,1156,101335.880799,4.794256,0.386738
0.234694,0.700420,1157,101335.789799,4.810676,0.375633
0.234694,0.710242,1158,101335.701222,4.826614,0.364403
0.234694,0.720065,1159,101335.615123,4.842060,0.353053
0.234694,0.729887,1160,101335.531546,4.857015,0.341587
0.234694,0.739709,1161,101335.450543,4.871468,0.330010
0.234694,0.749531,1162,101335.372157,4.885420,0.318327
0.234694,0.759354,1163,101335.296434,4.898862,0.306541
0.234694,0.769176,1164,101335.223412,4.911796,0.294658
0.234694,0.778998,1165,101335.153137,4.924213,0.282680
0.234694,0.788821,1166,101335.085643,4.936115,0.270614
0.234694,0.798643,1167,101335.020970,4.947493,0.258463
0.234694,0.808465,1168,101334.959150,4.958349,0.246231
0.234694,0.818288,1169,101334.900219,4.968677,0.233922
0.234694,0.828110,1170,101334.844206,4.978477,0.221541
0.234694,0.837932,1171,101334.791142,4.987744,0.209092
0.234694,0.847754,1172,101334.741052,4.996478,0.196579
0.234694,0.857577,1173,101334.693965,5.004675,0.184005
0.234694,0.867399,1174,101334.649902,5.012336,0.171376
0.234694,0.877221,1175,101334.608889,5.019456,0.158693
0.234694,0.887044,1176,101334.570942,5.026037,0.145963
0.234694,0.896866,1177,101334.536083,5.032074,0.133188
0.234694,0.906688,1178,101334.504327,5.037569,0.120374
0.234694,0.916510,1179,101334.475689,5.042518,0.107519
0.234694,0.926333,1180,101334.450185,5.046923,0.094638
0.234694,0.936155,1181,101334.427821,5.050782,0.081717
0.234694,0.945977,1182,101334.408617,5.054094,0.068788
0.234694,0.955800,1183,101334.392570,5.056858,0.055813
0.234694,0.965622,1184,101334.379695,5.059059,0.042849
0.234694,0.975444,1185,101334.369998,5.060661,0.029845
0.234694,0.985267,1186,101334.363457,5.044113,0.016756
0.234694,0.995089,1187,101334.360248,5.009408,0.005123
0.255102,0.037476,1188,101344.101065,2.973067,0.592438
0.255102,0.047248,1189,101343.912580,3.028790,0.857596
0.255102,0.057020,1190,101343.849489,3.086075,0.717212
0.255102,0.066792,1191,101343.702778,3.111485,0.797608
0.255102,0.076564,1192,101343.602694,3.144667,0.759519
0.255102,0.086336,1193,101343.476243,3.173749,0.778386
0.255102,0.096107,1194,101343.360723,3.204691,0.771693
0.255102,0.105879,1195,101343.238891,3.234949,0.775200
0.255102,0.115651,1196,101343.118020,3.265498,0.774658
0.255102,0.125423,1197,101342.995372,3.295986,0.775269
0.255102,0.135195,1198,101342.871925,3.326523,0.775283
0.255102,0.144966,1199,101342.747407,3.357063,0.775233
0.255102,0.154738,1200,101342.621929,3.387616,0.774962
0.255102,0.164510,1201,101342.495502,3.418167,0.774506
0.255102,0.174282,1202,101342.368158,3.448716,0.773852
0.255102,0.184054,1203,101342.239934,3.479249,0.772997
0.255102,0.193825,1204,101342.110859,3.509766,0.771938
0.255102,0.203597,1205,101341.980976,3.540252,0.770671
0.255102,0.213369,1206,101341.850318,3.570707,0.769194
0.255102,0.223141,1207,101341.718931,3.601114,0.767501
0.255102,0.232913,1208,101341.586853,3.631474,0.765593
0.255102,0.242685,1209,101341.454132,3.661771,0.763463
0.255102,0.252456,1210,101341.320811,3.692003,0.761111
0.255102,0.262228,1211,101341.186941,3.722153,0.758533
0.255102,0.272000,1212,101341.052569,3.752221,0.755729
0.255102,0.281772,1213,101340.917751,3.782189,0.752693
0.255102,0.291544,1214,101340.782536,3.812055,0.749426
0.255102,0.301315,1215,101340.646983,3.841803,0.745925
0.255102,0.311087,1216,101340.511145,3.871429,0.742190
0.255102,0.320859,1217,101340.375085,3.900916,0.738216
0.255102,0.330631,1218,101340.238860,3.930262,0.734006
0.255102,0.340403,1219,101340.102534,3.959449,0.729555
0.255102,0.350174,1220,101339.966166,3.988474,0.724866
0.255102,0.359946,1221,101339.829826,4.017320,0.719936
0.255102,0.369718,1222,101339.693575,4.045983,0.714765
0.255102,0.379490,1223,101339.557484,4.074445,0.709353
0.255102,0.389262,1224,101339.421616,4.102703,0.703701
0.255102,0.399034,1225,101339.286044,4.130739,0.697807
0.255102,0.408805,1226,101339.150836,4.158550,0.691675
0.255102,0.418577,1227,101339.016064,4.186119,0.685302
0.255102,0.428349,1228,101338.881798,4.213440,0.678692
0.255102,0.438121,1229,101338.748112,4.240498,0.671845
0.255102,0.447893,1230,101338.615076,4.267288,0.664763
0.255102,0.457664,1231,101338.482767,4.293794,0.657447
0.255102,0.467436,1232,101338.351253,4.320010,0.649899
0.255102,0.477208,1233,101338.220613,4.345922,0.642121
0.255102,0.486980,1234,101338.090917,4.371525,0.634117
0.255102,0.496752,1235,101337.962241,4.396802,0.625887
0.255102,0.506523,1236,101337.834655,4.421751,0.617436
0.255102,0.516295,1237,101337.708238,4.446355,0.608765
0.255102,0.526067,1238,101337.583057,4.470610,0.599879
0.255102,0.535839,1239,101337.459190,4.494503,0.590780
0.255102,0.545611,1240,101337.336705,4.518028,0.581472
0.255102,0.555383,1241,101337.215677,4.541171,0.571958
0.255102,0.565154,1242,101337.096174,4.563930,0.562244
0.255102,0.574926,1243,101336.978268,4.586290,0.552331
0.255102,0.584698,1244,101336.862025,4.608248,0.542225
0.255102,0.594470,1245,101336.747518,4.629791,0.531930
0.255102,0.604242,1246,101336.634810,4.650916,0.521450
0.255102,0.614013,1247,101336.523970,4.671610,0.510789
0.255102,0.623785,1248,101336.415059,4.691872,0.499953
0.255102,0.633557,1249,101336.308145,4.711688,0.488944
0.255102,0.643329,1250,101336.203287,4.731058,0.477770
0.255102,0.653101,1251,101336.100547,4.749968,0.466433
0.255102,0.662872,1252,101335.999983,4.768419,0.454939
0.255102,0.672644,1253,101335.901656,4.786399,0.443293
0.255102,0.682416,1254,101335.805618,4.803906,0.431499
0.255102,0.692188,1255,101335.711928,4.820931,0.419563
0.255102,0.701960,1256,101335.620634,4.837473,0.407489
0.255102,0.711732,1257,101335.531792,4.853523,0.395283
0.255102,0.721503,1258,101335.445449,4.869079,0.382948
0.255102,0.731275,1259,101335.361654,4.884133,0.370491
0.255102,0.741047,1260,101335.280452,4.898685,0.357915
0.255102,0.750819,1261,101335.201890,4.912726,0.345226
0.255102,0.760591,1262,101335.126007,4.926258,0.332429
0.255102,0.770362,1263,101335.052847,4.939271,0.319527
0.255102,0.780134,1264,101334.982447,4.951767,0.306527
0.255102,0.789906,1265,101334.914846,4.963738,0.293433
0.255102,0.799678,1266,101334.850077,4.975186,0.280249
0.255102,0.809450,1267,101334.788176,4.986104,0.266979
0.255102,0.819221,1268,101334.729173,4.996493,0.253630
0.255102,0.828993,1269,101334.673100,5.006346,0.240204
0.255102,0.838765,1270,101334.619982,5.015666,0.226706
0.255102,0.848537,1271,101334.569850,5.024446,0.213141
0.255102,0.858309,1272,101334.522725,5.032689,0.199513
0.255102,0.868081,1273,101334.478632,5.040389,0.185826
0.255102,0.877852,1274,101334.437590,5.047549,0.172085
0.255102,0.887624,1275,101334.399622,5.054162,0.158293
0.255102,0.897396,1276,101334.364742,5.060232,0.144455
0.255102,0.907168,1277,101334.332970,5.065754,0.130576
0.255102,0.916940,1278,101334.304315,5.070731,0.116655
0.255102,0.926711,1279,101334.278800,5.075156,0.102707
0.255102,0.936483,1280,101334.256421,5.079037,0.088717
0.255102,0.946255,1281,101334.237206,5.082364,0.074719
0.255102,0.956027,1282,101334.221146,5.085145,0.060675
0.255102,0.965799,1283,101334.208261,5.087353,0.046640
0.255102,0.975570,1284,101334.198551,5.088957,0.032566
0.255102,0.985342,1285,101334.192000,5.070946,0.018392
0.255102,0.995114,1286,101334.188787,5.033322,0.005667
0.275510,0.042864,1287,101343.993727,2.983576,0.646027
0.275510,0.052581,1288,101343.802736,3.038308,0.927678
0.275510,0.062298,1289,101343.740376,3.100031,0.776244
0.275510,0.072015,1290,101343.590360,3.123727,0.865347
0.275510,0.081732,1291,101343.490717,3.158301,0.821552
0.275510,0.091449,1292,101343.361693,3.186941,0.843843
0.275510,0.101166,1293,101343.245596,3.218408,0.835308
0.275510,0.110883,1294,101343.121980,3.248752,0.839684
0.275510,0.120601,1295,101342.999911,3.279578,0.838726
0.275510,0.130318,1296,101342.875770,3.310287,0.839447
0.275510,0.140035,1297,101342.750924,3.341067,0.839351
0.275510,0.149752,1298,101342.624947,3.371858,0.839250
0.275510,0.159469,1299,101342.498013,3.402662,0.838892
0.275510,0.169186,1300,101342.370107,3.433477,0.838341
0.275510,0.178903,1301,101342.241277,3.464288,0.837575
0.275510,0.188620,1302,101342.111552,3.495096,0.836595
0.275510,0.198337,1303,101341.980973,3.525885,0.835395
0.275510,0.208055,1304,101341.849573,3.556655,0.833973
0.275510,0.217772,1305,101341.717397,3.587390,0.832322
0.275510,0.227489,1306,101341.584483,3.618090,0.830442
0.275510,0.237206,1307,101341.450880,3.648739,0.828327
0.275510,0.246923,1308,101341.316629,3.679334,0.825976
0.275510,0.256640,1309,101341.181783,3.709861,0.823384
0.275510,0.266357,1310,101341.046385,3.740316,0.820550
0.275510,0.276074,1311,101340.910494,3.770683,0.817469
0.275510,0.285792,1312,101340.774157,3.800959,0.814140
0.275510,0.295509,1313,101340.637434,3.831128,0.810561
0.275510,0.305226,1314,101340.500378,3.861187,0.806730
0.275510,0.314943,1315,101340.363051,3.891118,0.802643
0.275510,0.324660,1316,101340.225509,3.920919,0.798302
0.275510,0.334377,1317,101340.087818,3.950571,0.793703
0.275510,0.344094,1318,101339.950038,3.980071,0.788846
0.275510,0.353811,1319,101339.812237,4.009401,0.783729
0.275510,0.363529,1320,101339.674476,4.038558,0.778353
0.275510,0.373246,1321,101339.536828,4.067524,0.772716
0.275510,0.382963,1322,101339.399355,4.096295,0.766820
0.275510,0.392680,1323,101339.262133,4.124853,0.760662
0.275510,0.402397,1324,101339.125226,4.153193,0.754245
0.275510,0.412114,1325,101338.988712,4.181299,0.747568
0.275510,0.421831,1326,101338.852656,4.209166,0.740634
0.275510,0.431548,1327,101338.717138,4.236777,0.733441
0.275510,0.441266,1328,101338.582224,4.264126,0.725994
0.275510,0.450983,1329,101338.447995,4.291198,0.718291
0.275510,0.460700,1330,101338.314519,4.317987,0.710337
0.275510,0.470417,1331,101338.181875,4.344476,0.702133
0.275510,0.480134,1332,101338.050134,4.370662,0.693681
0.275510,0.489851,1333,101337.919375,4.396527,0.684983
0.275510,0.499568,1334,101337.789667,4.422069,0.676044
0.275510,0.509285,1335,101337.661089,4.447269,0.666866
0.275510,0.519002,1336,101337.533712,4.472125,0.657452
0.275510,0.528720,1337,101337.407612,4.496621,0.647805
0.275510,0.538437,1338,101337.282859,4.520753,0.637931
0.275510,0.548154,1339,101337.159530,4.544506,0.627831
0.275510,0.557871,1340,101337.037691,4.567877,0.617511
0.275510,0.567588,1341,101336.917419,4.590850,0.606974
0.275510,0.577305,1342,101336.798779,4.613424,0.596226
0.275510,0.587022,1343,101336.681844,4.635583,0.585271
0.275510,0.596739,1344,101336.566678,4.657326,0.574113
0.275510,0.606457,1345,101336.453353,4.678638,0.562756
0.275510,0.616174,1346,101336.341929,4.699518,0.551208
0.275510,0.625891,1347,101336.232475,4.719953,0.539470
0.275510,0.635608,1348,101336.125049,4.739941,0.527551
0.275510,0.645325,1349,101336.019718,4.759470,0.515453
0.275510,0.655042,1350,101335.916537,4.778538,0.503183
0.275510,0.664759,1351,101335.815568,4.797135,0.490746
0.275510,0.674476,1352,101335.716865,4.815258,0.478147
0.275510,0.684194,1353,101335.620486,4.832898,0.465392
0.275510,0.693911,1354,101335.526481,4.850054,0.452485
0.275510,0.703628,1355,101335.434907,4.866715,0.439432
0.275510,0.713345,1356,101335.345808,4.882882,0.426239
0.275510,0.723062,1357,101335.259237,4.898545,0.412911
0.275510,0.732779,1358,101335.175237,4.913705,0.399453
0.275510,0.742496,1359,101335.093857,4.928352,0.385870
0.275510,0.752213,1360,101335.015134,4.942488,0.372168
0.275510,0.761931,1361,101334.939116,4.956103,0.358352
0.275510,0.771648,1362,101334.865836,4.969199,0.344427
0.275510,0.781365,1363,101334.795337,4.981769,0.330398
0.275510,0.791082,1364,101334.727650,4.993814,0.316270
0.275510,0.800799,1365,101334.662813,5.005325,0.302048
0.275510,0.810516,1366,101334.600855,5.016307,0.287737
0.275510,0.820233,1367,101334.541808,5.026751,0.273342
0.275510,0.829950,1368,101334.485699,5.036660,0.258868
0.275510,0.839667,1369,101334.432559,5.046027,0.244320
0.275510,0.849385,1370,101334.382407,5.054855,0.229701
0.275510,0.859102,1371,101334.335272,5.063138,0.215017
0.275510,0.868819,1372,101334.291172,5.070878,0.200272
0.275510,0.878536,1373,101334.250130,5.078071,0.185470
0.275510,0.888253,1374,101334.212161,5.084718,0.170617
0.275510,0.897970,1375,101334.177285,5.090815,0.155715
0.275510,0.907687,1376,101334.145517,5.096365,0.140771
0.275510,0.917404,1377,101334.116869,5.101363,0.125785
0.275510,0.927122,1378,101334.091356,5.105812,0.110770
0.275510,0.936839,1379,101334.068984,5.109708,0.095713
0.275510,0.946556,1380,101334.049769,5.113054,0.080646
0.275510,0.956273,1381,101334.033713,5.115845,0.065534
0.275510,0.965990,1382,101334.020826,5.118063,0.050430
0.275510,0.975707,1383,101334.011112,5.119663,0.035286
0.275510,0.985424,1384,101334.004554,5.100194,0.020027
0.275510,0.995141,1385,101334.001345,5.059648,0.006211
